,序号,出现频率最高的地址,最高重复次数,各数据出现次数
10331,10332,北京市朝阳区八里庄北里101号404室,1,{'北京市朝阳区八里庄北里101号404室': 1}
10332,10333,北京市朝阳区南十里居28号院东润风景1号楼1层底商1-3号,1,{'北京市朝阳区南十里居28号院东润风景1号楼1层底商1-3号': 1}
10333,10334,北京市海淀区北三环中路77号北影招待所平房2号石佛营西里,1,"{'北京市海淀区北三环中路77号北影招待所平房2号石佛营西里': 1, '北京市朝阳区黑庄户乡定辛庄东队８８号': 1}"
10334,10335,北京市顺义区高丽营镇文化营村北(临空二路1号)姚家园路105号3号楼乐视大厦3层,1,"{'北京市顺义区高丽营镇文化营村北(临空二路1号)姚家园路105号3号楼乐视大厦3层': 1, '北京市朝阳区姚家园路105号一号楼三层': 1, '北京市顺义区高丽营镇文化营村北(临空二路1号)': 1}"
10335,10336,北京市朝阳区东风乡辛庄中队192号,1,{'北京市朝阳区东风乡辛庄中队192号': 1}
10336,10337,北京市朝阳区东风乡苇子坑49号,1,{'北京市朝阳区东风乡苇子坑49号': 1}
10337,10338,北京市朝阳区东风乡七棵树路鹿队大院,1,"{'北京市朝阳区东风乡七棵树路鹿队大院': 1, '北京市朝阳区东风将台洼': 1}"
10338,10339,北京市朝阳区东风乡驼房营南里甲６号东风艺术区北区１５号,1,{'北京市朝阳区东风乡驼房营南里甲６号东风艺术区北区１５号': 1}
10339,10340,北京市朝阳区东风乡李家坟3号,1,{'北京市朝阳区东风乡李家坟3号': 1}
10340,10341,北京市朝阳区东风乡小辛庄41号,1,{'北京市朝阳区东风乡小辛庄41号': 1}
10341,10342,北京市朝阳区东风乡小辛庄116号,1,{'北京市朝阳区东风乡小辛庄116号': 1}
10342,10343,北京市朝阳区东风乡辛庄生产队中队,1,"{'北京市朝阳区东风乡辛庄生产队中队': 1, '北京市朝阳区东风地区办事处辛庄村辛庄村': 1}"
10343,10344,北京市朝阳区东风乡将台洼,1,{'北京市朝阳区东风乡将台洼': 1}
10344,10345,北京市朝阳区将台洼,1,{'北京市朝阳区将台洼': 1}
10345,10346,北京市朝阳区将台乡203号,1,{'北京市朝阳区将台乡203号': 1}
10346,10347,北京市朝阳区星火西路17号一层,2,"{'北京市朝阳区星火西路17号一层': 2, '北京市朝阳区星火西路１７号一层': 1}"
10347,10348,北京市朝阳区东风乡将台洼村12号,1,{'北京市朝阳区东风乡将台洼村12号': 1}
10348,10349,武汉市新洲区阳逻街潘庙村一组,1,{'武汉市新洲区阳逻街潘庙村一组': 1}
10349,10350,北京市朝阳区姚家园西口265号,1,{'北京市朝阳区姚家园西口265号': 1}
10350,10351,北京市朝阳区东风地区将台洼甲1号,1,{'北京市朝阳区东风地区将台洼甲1号': 1}
10351,10352,北京市朝阳区东风乡豆各庄村３５号,1,{'北京市朝阳区东风乡豆各庄村３５号': 1}
10352,10353,北京市朝阳区东风乡将台洼村12号,1,{'北京市朝阳区东风乡将台洼村12号': 1}
10353,10354,北京市朝阳区东风乡将台洼鹿队,1,{'北京市朝阳区东风乡将台洼鹿队': 1}
10354,10355,北京市朝阳区东风乡辛庄中队４１号,1,{'北京市朝阳区东风乡辛庄中队４１号': 1}
10355,10356,北京市朝阳区南十里居28号院东润风景5号楼1至6层101,1,{'北京市朝阳区南十里居28号院东润风景5号楼1至6层101': 1}
10356,10357,北京市朝阳区七棵树路（东风农场鹿场）,1,{'北京市朝阳区七棵树路（东风农场鹿场）': 1}
10357,10358,北京市朝阳区石佛营东里113号楼B1,1,{'北京市朝阳区石佛营东里113号楼B1': 1}
10358,10359,北京市朝阳区石佛营西里47号楼1层101-103,1,{'北京市朝阳区石佛营西里47号楼1层101-103': 1}
10359,10360,北京市朝阳区小辛庄四路居34号,1,{'北京市朝阳区小辛庄四路居34号': 1}
10360,10361,北京市朝阳区双桥农场豆各庄乡孟家坟村东,1,{'北京市朝阳区双桥农场豆各庄乡孟家坟村东': 1}
10361,10362,北京市朝阳区东风乡将台洼村驼房营南里甲8号东瑞酒店内二层2375室,1,{'北京市朝阳区东风乡将台洼村驼房营南里甲8号东瑞酒店内二层2375室': 1}
10362,10363,北京市朝阳区东风乡将台洼５２号,1,{'北京市朝阳区东风乡将台洼５２号': 1}
10363,10364,北京市朝阳区朝阳北路101号楼地下-1层(-1)-101内T-B107,1,{'北京市朝阳区朝阳北路101号楼地下-1层(-1)-101内T-B107': 1}
10364,10365,北京市朝阳区东风乡将台洼村12号,1,{'北京市朝阳区东风乡将台洼村12号': 1}
10365,10366,北京市朝阳区东四环南路56号,1,{'北京市朝阳区东四环南路56号': 1}
10366,10367,北京市朝阳区东风乡将台洼村驼房营南里甲8号东瑞酒店内二层2375室,1,{'北京市朝阳区东风乡将台洼村驼房营南里甲8号东瑞酒店内二层2375室': 1}
10367,10368,北京市朝阳区星火西路17号一层,1,{'北京市朝阳区星火西路17号一层': 1}
10368,10369,北京市朝阳区青年路北口118号,1,{'北京市朝阳区青年路北口118号': 1}
10369,10370,北京市朝阳区东风乡苇子坑49号,1,{'北京市朝阳区东风乡苇子坑49号': 1}
10370,10371,北京市朝阳区东风乡七棵树路鹿队大院,1,{'北京市朝阳区东风乡七棵树路鹿队大院': 1}
10371,10372,北京市朝阳区东风乡李家坟3号,1,{'北京市朝阳区东风乡李家坟3号': 1}
10372,10373,北京市朝阳区东风乡小辛庄41号,1,{'北京市朝阳区东风乡小辛庄41号': 1}
10373,10374,北京市朝阳区东风乡小辛庄116号,1,{'北京市朝阳区东风乡小辛庄116号': 1}
10374,10375,北京市朝阳区东风乡将台洼,1,{'北京市朝阳区东风乡将台洼': 1}
10375,10376,北京市朝阳区姚家园大队第五生产队,1,{'北京市朝阳区姚家园大队第五生产队': 1}
10376,10377,北京市朝阳区青年路12号院3号楼8层825,1,{'北京市朝阳区青年路12号院3号楼8层825': 1}
10377,10378,北京市朝阳区十里堡路1号112号楼157室,1,{'北京市朝阳区十里堡路1号112号楼157室': 1}
10378,10379,北京市朝阳区化工里14号2幢,1,{'北京市朝阳区化工里14号2幢': 1}
10379,10380,北京市朝阳区屏翠路8号,1,{'北京市朝阳区屏翠路8号': 1}
10380,10381,北京市朝阳区启阳路4号中轻大厦,1,{'北京市朝阳区启阳路4号中轻大厦': 1}
10381,10382,北京市朝阳区望京利泽中园202号,1,{'北京市朝阳区望京利泽中园202号': 1}
10382,10383,北京市朝阳区望京西园二区220号,1,{'北京市朝阳区望京西园二区220号': 1}
10383,10384,北京市朝阳区启阳路4号中轻大厦,3,"{'北京市朝阳区启阳路4号中轻大厦': 3, '北京市朝阳区启阳路４号中轻大厦': 1, '北京市朝阳区启阳路4号中轻大厦18层': 1}"
10384,10385,北京市朝阳区望京利泽中园101号启明国际大厦西侧4-7、9层,1,{'北京市朝阳区望京利泽中园101号启明国际大厦西侧4-7、9层': 1}
10385,10386,北京市朝阳区首都机场南平东里乙5号,5,{'北京市朝阳区首都机场南平东里乙5号': 5}
10386,10387,北京市朝阳区望京利泽中园二区203号,4,"{'北京市朝阳区望京利泽中园二区203号': 4, '北京市朝阳区望京利泽中园２区２０３号': 1}"
10387,10388,北京市朝阳区望京利泽东二路1号,3,"{'北京市朝阳区望京利泽东二路1号': 3, '北京市朝阳区望京利泽东二路1号朝阳区望京利泽东二路1号': 1}"
10388,10389,北京市朝阳区望京北路9号D座,3,{'北京市朝阳区望京北路9号D座': 3}
10389,10390,北京市朝阳区望京开发区利泽中园二区218、219号楼望京开发区利泽中园二区218、219号楼,1,"{'北京市朝阳区望京开发区利泽中园二区218、219号楼望京开发区利泽中园二区218、219号楼': 1, '北京市朝阳区望京开发区利泽中园二区218、219号楼': 1}"
10390,10391,北京市朝阳区望京开发区利泽中园二区218号楼五层501室,2,"{'北京市朝阳区望京开发区利泽中园二区218号五层501室': 1, '北京市朝阳区望京开发区利泽中园二区218号楼五层501室': 2}"
10391,10392,北京市朝阳区酒仙桥东路1号院8号楼3层304室,3,"{'北京市朝阳区酒仙桥东路1号院8号楼3层304室': 3, '北京市朝阳区酒仙桥东路1号院8号楼3层304室望京花园130楼': 1}"
10392,10393,北京市朝阳区利泽中园106号楼(望京集中办公区040号),2,"{'北京市朝阳区利泽中园106号楼（望京集中办公区区040号）': 1, '北京市朝阳区利泽中园106号楼(望京集中办公区040号)': 2}"
10393,10394,北京市朝阳区利泽中一路1号3层办公A305,2,{'北京市朝阳区利泽中一路1号3层办公A305': 2}
10394,10395,北京市朝阳区望京利泽中园202号,5,{'北京市朝阳区望京利泽中园202号': 5}
10395,10396,北京市朝阳区望京花园西区130楼,1,"{'北京市朝阳区望京花园西区130楼': 1, '北京市朝阳区望京北路9号601室': 1, '北京市朝阳区金盏乡沙窝村29号': 1}"
10396,10397,北京市朝阳区将台路5号7座,1,"{'北京市朝阳区将台路5号7座': 1, '北京市朝阳区将台路5号院内7号楼': 1}"
10397,10398,北京市朝阳区望京利泽中园101号启明国际大厦西侧八层,2,"{'北京市朝阳区望京利泽中园101号启明国际大厦西侧八层': 2, '北京市朝阳区望京利泽中园101号启明国际大厦东侧七层': 1}"
10398,10399,北京市朝阳区中关村电子城西区E7地块锐创国际中心18层1281号,4,"{'北京市朝阳区中关村电子城西区E7地块锐创国际中心18层1281号': 4, '北京市朝阳区望京东路8号院18层1281号': 1}"
10399,10400,北京市朝阳区利泽中二路2号A座六层,2,"{'利泽中二路2号六层': 1, '北京市朝阳区利泽中二路2号A座六层': 2}"
10400,10401,北京市朝阳区将台西路18号5号楼8层813室,2,"{'北京市朝阳区望京花园西区130楼': 1, '北京市朝阳区将台西路18号5号楼8层813室': 2}"
10401,10402,北京市朝阳区望京西园222楼D-2501,2,"{'北京市朝阳区望京西园222楼D-2501': 2, '北京市朝阳区望京西园222楼D－2501': 1}"
10402,10403,北京市朝阳区利泽中园106号楼302B朝阳区利泽中园106号楼302B,1,"{'北京市朝阳区利泽中园106号楼302B朝阳区利泽中园106号楼302B': 1, '北京市朝阳区利泽中园106号楼302B': 1}"
10403,10404,北京市朝阳区望京北路18号809室,3,"{'北京市朝阳区望京北路18号809室': 3, '北京市朝阳区望京北路18号809室朝阳区望京北路18号': 1}"
10404,10405,北京市朝阳区利泽中园103号楼4层,3,{'北京市朝阳区利泽中园103号楼4层': 3}
10405,10406,北京市朝阳区利泽中园2区203号,3,{'北京市朝阳区利泽中园2区203号': 3}
10406,10407,北京市通州区西集镇金各庄村50号,2,"{'北京市通州区西集镇金各庄村50号': 2, '北京市朝阳区望京西园一区116楼南侧二层社区办公楼朝阳区望京西园一区122号楼806室': 1}"
10407,10408,北京市朝阳区南平里天竺苗圃内(首都机场内),4,"{'北京市朝阳区南平里天竺苗圃内(首都机场内)': 4, '北京市朝阳区南平东里乙4号院内': 1}"
10408,10409,北京市密云县溪翁庄镇走马庄村西开发路6号,4,"{'北京市密云县溪翁庄镇走马庄村西开发路6号': 4, '北京市朝阳区望京北路9号叶青大厦A座555': 1}"
10409,10410,北京市,2,"{'北京市朝阳区利泽中一路1号办公A301号': 1, '北京市': 2, '北京经济技术开发区地盛北街1号院38号楼6层601': 1, '北京经济技术开发区经海三路138号1幢东楼一层': 1}"
10410,10411,北京市朝阳区望京利泽中园二区203号1602B室,1,{'北京市朝阳区望京利泽中园二区203号1602B室': 1}
10411,10412,北京市朝阳区利泽中园１０６号３层３０５Ｃ,1,"{'北京市朝阳区利泽中园１０６号３层３０５Ｃ': 1, '北京市朝阳区利泽中园106号3层305C': 1}"
10412,10413,北京朝阳区望京东路8号,1,{'北京朝阳区望京东路8号': 1}
10413,10414,北京市朝阳区利泽西园102号楼(住宅楼),2,"{'北京市朝阳区利泽西园102号楼(住宅楼)': 2, '北京市朝阳区利泽西园１０２号楼（住宅楼）': 1, '北京市朝阳区利泽西园102号楼（住宅楼）': 2}"
10414,10415,北京市朝阳区望京西园217号（住宅）楼1102室,1,{'北京市朝阳区望京西园217号（住宅）楼1102室': 1}
10415,10416,北京市朝阳区望京西园222号(住宅)D-1603室,2,"{'北京市朝阳区望京西园222号(住宅)D-1603室': 2, '北京市朝阳区望京西园222号住宅D-1603室': 1}"
10416,10417,北京市朝阳区望京北路9号叶青大厦A座403室,1,{'北京市朝阳区望京北路9号叶青大厦A座403室': 1}
10417,10418,北京市朝阳区望京新兴产业区利泽中园二区２０８号,1,{'北京市朝阳区望京新兴产业区利泽中园二区２０８号': 1}
10418,10419,北京市朝阳区利泽中园106号楼3层304A-10号,1,{'北京市朝阳区利泽中园106号楼3层304A-10号': 1}
10419,10420,北京市朝阳区利泽中园106楼210A室,1,{'北京市朝阳区利泽中园106楼210A室': 1}
10420,10421,北京市朝阳区首都机场西平街12号,3,"{'北京市朝阳区首都机场西平街12号': 3, '北京市朝阳区首都机场西平街１２号': 1}"
10421,10422,北京市朝阳区南湖东园122楼北区1701,1,{'北京市朝阳区南湖东园122楼北区1701': 1}
10422,10423,北京市朝阳区利泽中一路1号公寓325,2,"{'北京市朝阳区利泽中一路１号公寓３２５望京西园一区116楼南侧办公楼': 1, '北京市朝阳区利泽中一路1号公寓325': 2}"
10423,10424,北京市朝阳区启阳路4号,1,{'北京市朝阳区启阳路4号': 1}
10424,10425,北京市朝阳区望京西园二区220号,1,{'北京市朝阳区望京西园二区220号': 1}
10425,10426,北京市朝阳区南湖西园216号楼1层38(部分),1,{'北京市朝阳区南湖西园216号楼1层38(部分)': 1}
10426,10427,北京市朝阳区花家地南里14号楼旁平房,1,{'北京市朝阳区花家地南里14号楼旁平房': 1}
10427,10428,北京市朝阳区湖光北街9号旺角广场首层F1号,1,{'北京市朝阳区湖光北街9号旺角广场首层F1号': 1}
10428,10429,北京市朝阳区南湖渠三巷3号住宅楼3单元5层15号,1,{'北京市朝阳区南湖渠三巷3号住宅楼3单元5层15号': 1}
10429,10430,北京市朝阳区管庄地区办事处惠河东里社区居委会双桥中路双桥中路双桥中学南侧,1,"{'北京市朝阳区管庄地区办事处惠河东里社区居委会双桥中路双桥中路双桥中学南侧': 1, '北京市朝阳区黑庄户地区办事处双桥第一社区居委会广渠路南侧双桥中路双桥中学南侧': 1, '北京市朝阳区双桥': 1}"
10430,10431,北京市朝阳区管庄地区办事处惠河东里社区居委会双桥中路八里桥南咸宁侯村西200米,1,"{'北京市朝阳区管庄地区办事处惠河东里社区居委会双桥中路八里桥南咸宁侯村西200米': 1, '北京市朝阳区管庄地区办事处咸宁侯村朝阳区八里桥南咸宁侯村西200米': 1, '北京市朝阳区双桥东路': 1}"
10431,10432,北京市朝阳区管庄地区办事处八里桥社区居委会八里桥南,2,"{'北京市朝阳区管庄地区办事处八里桥社区居委会八里桥南': 2, '北京市朝阳区双桥东路': 1}"
10432,10433,北京市朝阳区管庄地区办事处惠河东里社区居委会双桥中路京沈咸宁侯双桥农场东100米,1,"{'北京市朝阳区管庄地区办事处惠河东里社区居委会双桥中路京沈咸宁侯双桥农场东100米': 1, '北京市朝阳区管庄地区办事处咸宁侯村京沈咸宁侯双桥农场东100米': 1, '北京市朝阳区双桥东路': 1}"
10433,10434,北京市朝阳区管庄地区办事处惠河东里社区居委会双桥东路双桥东路1号,1,"{'北京市朝阳区管庄地区办事处惠河东里社区居委会双桥东路双桥东路1号': 1, '北京市朝阳区管庄地区办事处双桥朝阳区双桥东路1号': 1, '北京市朝阳区双桥中路': 1}"
10434,10435,北京市朝阳区管庄地区办事处惠河东里社区居委会双桥中路12号,1,"{'北京市朝阳区管庄地区办事处惠河东里社区居委会双桥中路12号': 1, '北京市朝阳区管庄地区办事处双桥双桥东路12号': 1, '北京市朝阳区东直门外大山子酒仙桥路2号': 1}"
10435,10436,北京市朝阳区管庄地区办事处东会村内,1,"{'北京市朝阳区管庄地区办事处东会村内': 1, '北京市朝阳区管庄地区办事处东会村朝阳区双桥东路东会村': 1, '北京市朝阳区工体西路7号': 1}"
10436,10437,北京市朝阳区管庄地区办事处东会村内,1,"{'北京市朝阳区管庄地区办事处东会村内': 1, '北京市朝阳区管庄地区办事处东会村朝阳区双桥东路东会村': 1, '北京市朝阳区工体西路7号': 1}"
10437,10438,北京市朝阳区管庄地区办事处东会村内,1,"{'北京市朝阳区管庄地区办事处东会村内': 1, '北京市朝阳区管庄地区办事处东会村朝阳区双桥东路东会村': 1, '北京市朝阳区工体西路7号': 1}"
10438,10439,北京市朝阳区管庄地区办事处惠河东里社区居委会双桥中路村西100米,1,"{'北京市朝阳区管庄地区办事处惠河东里社区居委会双桥中路村西100米': 1, '北京市朝阳区管庄地区办事处司辛庄村朝阳区管庄乡司辛庄村村西100米': 1, '北京市朝阳区双桥东路双会桥南': 1}"
10439,10440,北京市朝阳区管庄地区办事处惠河东里社区居委会双桥中路杨闸双桥东路1号,1,"{'北京市朝阳区管庄地区办事处惠河东里社区居委会双桥中路杨闸双桥东路1号': 1, '北京市朝阳区管庄地区办事处双桥东路杨闸双桥东路1号': 1, '北京市朝阳区双桥东路双会桥南': 1}"
10440,10441,北京市朝阳区管庄地区办事处咸宁侯村东柳村往东200米,1,"{'北京市朝阳区管庄地区办事处咸宁侯村东柳村往东200米': 1, '北京市朝阳区管庄地区办事处咸宁侯村': 1, '北京市朝阳区管庄乡咸宁候村': 1}"
10441,10442,北京市朝阳区管庄地区办事处惠河东里社区居委会双桥中路双桥中路小寺村东侧200米,1,"{'北京市朝阳区管庄地区办事处惠河东里社区居委会双桥中路双桥中路小寺村东侧200米': 1, '北京市朝阳区管庄地区办事处八里桥社区居委会双桥双桥中路小寺村东侧200米': 1, '北京市朝阳区管庄乡咸宁候村': 1}"
10442,10443,北京市朝阳区管庄地区办事处八里桥社区居委会双桥东路京通八里桥出口重兴寺村院内,1,"{'北京市朝阳区管庄地区办事处八里桥社区居委会双桥东路京通八里桥出口重兴寺村院内': 1, '北京市朝阳区管庄地区办事处重兴寺村京通八里桥出口重兴寺村院内': 1, '北京市朝阳区双桥农场重兴寺村': 1}"
10443,10444,北京市朝阳区管庄地区办事处惠河东里社区居委会双桥中路内,1,"{'北京市朝阳区管庄地区办事处惠河东里社区居委会双桥中路内': 1, '北京市朝阳区管庄地区办事处双桥中路': 1, '北京市朝阳区双桥中路（原基建队）': 1}"
10444,10445,北京市朝阳区管庄地区办事处惠河东里社区居委会双桥中路重兴寺村东南,1,"{'北京市朝阳区管庄地区办事处惠河东里社区居委会双桥中路重兴寺村东南': 1, '北京市朝阳区管庄地区办事处重兴寺村朝阳区杨闸重兴寺村东南': 1, '北京市朝阳区管庄乡重兴寺村村南': 1}"
10445,10446,北京市朝阳区管庄地区办事处小寺村塔营北街181号,1,"{'北京市朝阳区管庄地区办事处小寺村塔营北街181号': 1, '北京市朝阳区管庄地区办事处小寺村': 1, '北京市朝阳区管庄乡小寺村': 1}"
10446,10447,北京市朝阳区管庄地区办事处惠河东里社区居委会双桥中路小寺村南500米,1,"{'北京市朝阳区管庄地区办事处惠河东里社区居委会双桥中路小寺村南500米': 1, '北京市朝阳区管庄地区办事处小寺村朝阳区管庄乡小寺村南500米': 1, '北京市朝阳区管庄乡小寺村': 1}"
10447,10448,北京市朝阳区管庄地区办事处管庄西里社区居委会管庄西里42号,1,"{'北京市朝阳区管庄地区办事处管庄西里社区居委会管庄西里42号': 1, '北京市朝阳区管庄路42号': 1, '北京市通州区万盛南街99号': 1}"
10448,10449,北京市朝阳区管庄地区办事处咸宁侯村双桥中路往东路南,1,"{'北京市朝阳区管庄地区办事处咸宁侯村双桥中路往东路南': 1, '北京市朝阳区管庄地区办事处咸宁侯村京沈咸宁侯村往东路南': 1, '北京市大兴区旧宫西路15号301-310室': 1}"
10449,10450,北京市朝阳区管庄地区办事处咸宁侯村双桥中路往东路南,1,"{'北京市朝阳区管庄地区办事处咸宁侯村双桥中路往东路南': 1, '北京市朝阳区管庄地区办事处咸宁侯村京沈咸宁侯村往东路南': 1, '北京市大兴区旧宫西路15号301-310室': 1}"
10450,10451,辽宁省葫芦岛市南票区虹螺岘镇小寺村小寺村路小寺村1698,1,"{'辽宁省葫芦岛市南票区虹螺岘镇小寺村小寺村路小寺村1698': 1, '南票区虹螺岘镇小寺村': 1, '葫芦岛市南票区虹螺岘镇小寺村': 1}"
10451,10452,辽宁省葫芦岛市南票区虹螺岘镇小寺村小寺村路小寺村1698,1,"{'辽宁省葫芦岛市南票区虹螺岘镇小寺村小寺村路小寺村1698': 1, '南票区虹螺岘镇小寺村': 1, '葫芦岛市南票区虹螺岘镇小寺村': 1}"
10452,10453,北京市朝阳区管庄地区办事处郭家场村村委会300米,1,"{'北京市朝阳区管庄地区办事处郭家场村村委会300米': 1, '北京市朝阳区管庄地区办事处郭家场村朝阳区管庄乡重兴寺村委会300米': 1}"
10453,10454,北京市朝阳区管庄地区办事处八里桥社区居委会小寺村南街塔营,1,"{'北京市朝阳区管庄地区办事处八里桥社区居委会小寺村南街塔营': 1, '北京市朝阳区管庄地区办事处塔营村塔营': 1}"
10454,10455,北京市朝阳区管庄地区办事处重兴寺村京通快速路60号,1,"{'北京市朝阳区管庄地区办事处重兴寺村京通快速路60号': 1, '北京市朝阳区管庄地区办事处重兴寺村60号': 1}"
10455,10456,北京市朝阳区管庄地区办事处管庄西里社区居委会朝阳区杨闸路口,2,{'北京市朝阳区管庄地区办事处管庄西里社区居委会朝阳区杨闸路口': 2}
10456,10457,北京市朝阳区管庄地区办事处杨闸村杨闸,2,{'北京市朝阳区管庄地区办事处杨闸村杨闸': 2}
10457,10458,北京市朝阳区管庄地区办事处咸宁侯村双桥中路双桥农场场部北,1,"{'北京市朝阳区管庄地区办事处咸宁侯村双桥中路双桥农场场部北': 1, '北京市朝阳区管庄地区办事处双桥双桥农场场部北': 1}"
10458,10459,北京市朝阳区管庄地区办事处杨闸村杨闸,2,{'北京市朝阳区管庄地区办事处杨闸村杨闸': 2}
10459,10460,北京市朝阳区管庄地区办事处咸宁侯村双桥中路村内,1,"{'北京市朝阳区管庄地区办事处咸宁侯村双桥中路村内': 1, '北京市朝阳区管庄地区办事处普合一桥普闸大桥(双桥东路50号)': 1}"
10460,10461,北京市朝阳区管庄地区办事处管庄村管庄分场,2,{'北京市朝阳区管庄地区办事处管庄村管庄分场': 2}
10461,10462,北京市朝阳区管庄地区办事处惠河东里社区居委会双桥中路杨闸西会村北西会桥向西100米,1,"{'北京市朝阳区管庄地区办事处惠河东里社区居委会双桥中路杨闸西会村北西会桥向西100米': 1, '北京市朝阳区管庄地区办事处杨闸村杨闸西会村北西会桥向西100米': 1}"
10462,10463,北京市朝阳区管庄地区办事处咸宁侯村352号,2,{'北京市朝阳区管庄地区办事处咸宁侯村352号': 2}
10463,10464,北京市朝阳区管庄地区办事处管庄村定福庄,2,{'北京市朝阳区管庄地区办事处管庄村定福庄': 2}
10464,10465,北京市朝阳区管庄地区办事处惠河东里社区居委会双桥中路朝阳区重兴寺,1,"{'北京市朝阳区管庄地区办事处惠河东里社区居委会双桥中路朝阳区重兴寺': 1, '北京市朝阳区管庄地区办事处重兴寺村朝阳区重兴寺': 1}"
10465,10466,北京市朝阳区管庄地区办事处咸宁侯村双桥中路双桥农场场部北,1,"{'北京市朝阳区管庄地区办事处咸宁侯村双桥中路双桥农场场部北': 1, '北京市朝阳区管庄地区办事处双桥双桥农场场部北': 1}"
10466,10467,北京市朝阳区管庄地区办事处惠河东里社区居委会双桥中路管庄地铁南侧100米,1,"{'北京市朝阳区管庄地区办事处惠河东里社区居委会双桥中路管庄地铁南侧100米': 1, '北京市朝阳区管庄地区办事处杨闸村管庄地铁南侧100米': 1}"
10467,10468,北京市朝阳区管庄地区办事处管庄村管庄村南,2,{'北京市朝阳区管庄地区办事处管庄村管庄村南': 2}
10468,10469,北京市朝阳区管庄地区办事处咸宁侯村488号,2,{'北京市朝阳区管庄地区办事处咸宁侯村488号': 2}
10469,10470,北京市朝阳区管庄地区办事处东会村双桥东路东会村,1,"{'北京市朝阳区管庄地区办事处东会村双桥东路东会村': 1, '北京市朝阳区管庄地区办事处东会村东会村': 1}"
10470,10471,北京市朝阳区管庄地区办事处管庄村朝阳区管庄村215号,2,{'北京市朝阳区管庄地区办事处管庄村朝阳区管庄村215号': 2}
10471,10472,北京市朝阳区管庄地区办事处管庄村管庄地区办事处管庄村管庄,2,{'北京市朝阳区管庄地区办事处管庄村管庄地区办事处管庄村管庄': 2}
10472,10473,北京市朝阳区管庄地区办事处东会村双桥东路东会村,1,"{'北京市朝阳区管庄地区办事处东会村双桥东路东会村': 1, '北京市朝阳区管庄地区办事处东会村东会村': 1}"
10473,10474,北京市朝阳区管庄地区办事处八里桥社区居委会双桥东路京通八里桥出口重兴寺村内村委会,1,"{'北京市朝阳区管庄地区办事处八里桥社区居委会双桥东路京通八里桥出口重兴寺村内村委会': 1, '北京市朝阳区管庄地区办事处重兴寺村京通八里桥出口重兴寺村内村委会': 1}"
10474,10475,北京市朝阳区管庄地区办事处郭家场村106号,2,{'北京市朝阳区管庄地区办事处郭家场村106号': 2}
10475,10476,北京市朝阳区管庄地区办事处咸宁侯村双桥中路往东路南,1,"{'北京市朝阳区管庄地区办事处咸宁侯村双桥中路往东路南': 1, '北京市朝阳区管庄地区办事处咸宁侯村京沈咸宁侯村往东路南': 1, '北京市通州区新建工业开发区': 1}"
10476,10477,北京市朝阳区管庄东里(建材研究院内),1,{'北京市朝阳区管庄东里(建材研究院内)': 1}
10477,10478,北京市朝阳区朝阳路管庄路南侧,1,"{'北京市朝阳区朝阳路管庄路南侧': 1, '北京管庄东方建材批发市场内40号': 1}"
10478,10479,北京市朝阳区管庄,1,{'北京市朝阳区管庄': 1}
10479,10480,北京市朝阳区管庄51115部队东大门东耳房,1,{'北京市朝阳区管庄51115部队东大门东耳房': 1}
10480,10481,北京市朝阳区管庄北二里,1,{'北京市朝阳区管庄北二里': 1}
10481,10482,北京市朝阳区管庄东里(,1,"{'北京市朝阳区管庄东里(': 1, '北京第九针织厂)': 1}"
10482,10483,北京市朝阳区管庄东里(国家建材局研究院内),1,{'北京市朝阳区管庄东里(国家建材局研究院内)': 1}
10483,10484,北京市朝阳区管庄东里京客隆南侧（远香饭馆内）,1,{'北京市朝阳区管庄东里京客隆南侧（远香饭馆内）': 1}
10484,10485,北京市朝阳区管庄果家店51号,1,{'北京市朝阳区管庄果家店51号': 1}
10485,10486,北京市朝阳区管庄路181号院1号楼103室,1,{'北京市朝阳区管庄路181号院1号楼103室': 1}
10486,10487,北京市朝阳区管庄刨花板市场90号,1,{'北京市朝阳区管庄刨花板市场90号': 1}
10487,10488,北京市朝阳区管庄西里65号楼底商一层东第二间,1,{'北京市朝阳区管庄西里65号楼底商一层东第二间': 1}
10488,10489,北京市朝阳区管庄西里65号楼一层,1,{'北京市朝阳区管庄西里65号楼一层': 1}
10489,10490,北京市朝阳区管庄乡,1,{'北京市朝阳区管庄乡': 1}
10490,10491,北京市朝阳区管庄乡１号１幢１层１４１９号,1,{'北京市朝阳区管庄乡１号１幢１层１４１９号': 1}
10491,10492,北京市朝阳区管庄乡1号1幢1层1709,1,{'北京市朝阳区管庄乡1号1幢1层1709': 1}
10492,10493,北京市朝阳区管庄乡1号1幢1层1802号,1,{'北京市朝阳区管庄乡1号1幢1层1802号': 1}
10493,10494,北京市朝阳区管庄乡八里桥村,1,{'北京市朝阳区管庄乡八里桥村': 1}
10494,10495,北京市朝阳区管庄乡管庄村,1,{'北京市朝阳区管庄乡管庄村': 1}
10495,10496,北京市朝阳区管庄乡管庄村,1,{'北京市朝阳区管庄乡管庄村': 1}
10496,10497,北京市朝阳区管庄乡果家店村,1,{'北京市朝阳区管庄乡果家店村': 1}
10497,10498,北京市朝阳区管庄乡双桥路559号,1,{'北京市朝阳区管庄乡双桥路559号': 1}
10498,10499,北京市朝阳区管庄乡塔营村,1,{'北京市朝阳区管庄乡塔营村': 1}
